level	kind	chapter_num	section	title	page_a_print	page_a_print_end	page_a_pdf	page_b	page_b_end
3	section	20	20.2	20.2 Photochemical Reaction Centers	708	716	744	2520	2546
4	subheading	20	20.2	Photosynthetic Bacteria Have Two Types of Reaction Center	708	708	744	2520	2521
4	subheading	20	20.2	In Vascular Plants, Two Reaction Centers Act in Tandem	708	711	744	2522	2531
4	subheading	20	20.2	The Cytochrome b[6]f Complex Links Photosystems II and I, Conserving the Energy of Electron Transfer	712	712	748	2532	2534
4	subheading	20	20.2	Cyclic Electron Transfer Allows Variation in the Ratio of ATP/NADPH Synthesized	712	713	748	2535	2536
4	subheading	20	20.2	State Transitions Change the Distribution of LHCII between the Two Photosystems	713	714	749	2537	2540
4	subheading	20	20.2	Water Is Split at the Oxygen-Evolving Center	714	716	750	2541	2546
3	section	20	20.3	20.3 Evolution of a Universal Mechanism for ATP Synthesis	716	719	752	2547	2559
4	subheading	20	20.3	A Proton Gradient Couples Electron Flow and Phosphorylation	716	716	752	2547	2547
4	subheading	20	20.3	The Approximate Stoichiometry of Photophosphorylation Has Been Established	716	716	752	2548	2549
4	subheading	20	20.3	The ATP Synthase Structure and Mechanism Are Nearly Universal	717	719	753	2550	2559
3	section	20	20.4	20.4 CO[2]-Assimilation Reactions	719	727	755	2560	2583
4	subheading	20	20.4	Carbon Dioxide Assimilation Occurs in Three Stages	720	722	756	2562	2571
4	subheading	20	20.4	Synthesis of Each Triose Phosphate from CO[2] Requires Six NADPH and Nine ATP	722	722	758	2572	2573
4	subheading	20	20.4	A Transport System Exports Triose Phosphates from the Chloroplast and Imports Phosphate	724	725	760	2574	2576
4	subheading	20	20.4	Four Enzymes of the Calvin Cycle Are Indirectly Activated by Light	725	727	761	2577	2583
3	section	20	20.5	20.5 Photorespiration and the C[4] and CAM Pathways	727	732	763	2584	2602
4	subheading	20	20.5	Photorespiration Results from Rubisco’s Oxygenase Activity	727	728	763	2584	2586
4	subheading	20	20.5	Phosphoglycolate Is Salvaged in a Costly Set of Reactions in C[3] Plants	728	728	764	2587	2593
4	subheading	20	20.5	In C[4] Plants, CO[2] Fixation and Rubisco Activity Are Spatially Separated	729	730	765	2594	2598
4	subheading	20	20.5	In CAM Plants, CO[2] Capture and Rubisco Action Are Temporally Separated	731	732	767	2599	2602
3	section	20	20.6	20.6 Biosynthesis of Starch, Sucrose, and Cellulose	732	739	768	2603	2626
4	subheading	20	20.6	ADP-Glucose Is the Substrate for Starch Synthesis in Plant Plastids and for Glycogen Synthesis in Bacteria	732	733	768	2603	2604
4	subheading	20	20.6	UDP-Glucose Is the Substrate for Sucrose Synthesis in the Cytosol of Leaf Cells	733	733	769	2605	2607
4	subheading	20	20.6	Conversion of Triose Phosphates to Sucrose and Starch Is Tightly Regulated	734	735	770	2608	2612
4	subheading	20	20.6	The Glyoxylate Cycle and Gluconeogenesis Produce Glucose in Germinating Seeds	735	736	771	2613	2616
4	subheading	20	20.6	Cellulose Is Synthesized by Supramolecular Structures in the Plasma Membrane	736	737	772	2617	2621
4	subheading	20	20.6	Pools of Common Intermediates Link Pathways in Different Organelles	738	739	774	2622	2626
3	subheading	20	20.6	Chapter Review	739	744	775	2627	2645
4	subheading	20	20.6	Key Terms	739	740	775	2627	2628
4	subheading	20	20.6	Problems	740	744	776	2629	2645
2	chapter	21		Chapter 21 Lipid Biosynthesis	744	793	780	2646	2789
3	section	21	21.1	21.1 Biosynthesis of Fatty Acids and Eicosanoids	745	760	781	2649	2696
4	subheading	21	21.1	Malonyl-CoA Is Formed from Acetyl-CoA and Bicarbonate	745	745	781	2649	2651
4	subheading	21	21.1	Fatty Acid Synthesis Proceeds in a Repeating Reaction Sequence	745	746	781	2652	2657
4	subheading	21	21.1	The Mammalian Fatty Acid Synthase Has Multiple Active Sites	746	746	782	2658	2659
4	subheading	21	21.1	Fatty Acid Synthase Receives the Acetyl and Malonyl Groups	746	747	782	2660	2663
4	subheading	21	21.1	The Fatty Acid Synthase Reactions Are Repeated to Form Palmitate	747	750	783	2664	2668
4	subheading	21	21.1	Fatty Acid Synthesis Is a Cytosolic Process in Most Eukaryotes but Takes Place in the Chloroplasts in Plants	750	751	786	2669	2670
4	subheading	21	21.1	Acetate Is Shuttled out of Mitochondria as Citrate	751	752	787	2671	2673
4	subheading	21	21.1	Fatty Acid Biosynthesis Is Tightly Regulated	752	753	788	2674	2676
4	subheading	21	21.1	Long-Chain Saturated Fatty Acids Are Synthesized from Palmitate	753	754	789	2677	2679
4	subheading	21	21.1	Desaturation of Fatty Acids Requires a Mixed-Function Oxidase	754	755	790	2680	2687
4	subheading	21	21.1	Eicosanoids Are Formed from 20- and 22-Carbon Polyunsaturated Fatty Acids	756	760	792	2688	2696
3	section	21	21.2	21.2 Biosynthesis of Triacylglycerols	760	763	796	2697	2713
4	subheading	21	21.2	Triacylglycerols and Glycerophospholipids Are Synthesized from the Same Precursors	760	761	796	2697	2701
4	subheading	21	21.2	Triacylglycerol Biosynthesis in Animals Is Regulated by Hormones	761	761	797	2702	2705
4	subheading	21	21.2	Adipose Tissue Generates Glycerol 3-Phosphate by Glyceroneogenesis	762	763	798	2706	2711
4	subheading	21	21.2	Thiazolidinediones Treat Type 2 Diabetes by Increasing Glyceroneogenesis	763	763	799	2712	2713
3	section	21	21.3	21.3 Biosynthesis of Membrane Phospholipids	764	771	800	2714	2733
4	subheading	21	21.3	Cells Have Two Strategies for Attaching Phospholipid Head Groups	764	764	800	2715	2717
4	subheading	21	21.3	Pathways for Phospholipid Biosynthesis Are Interrelated	764	768	800	2718	2725
4	subheading	21	21.3	Eukaryotic Membrane Phospholipids Are Subject to Remodeling	769	770	805	2726	2727
4	subheading	21	21.3	Plasmalogen Synthesis Requires Formation of an Ether-Linked Fatty Alcohol	770	770	806	2728	2729
4	subheading	21	21.3	Sphingolipid and Glycerophospholipid Synthesis Share Precursors and Some Mechanisms	771	771	807	2730	2731
4	subheading	21	21.3	Polar Lipids Are Targeted to Specific Cellular Membranes	771	771	807	2732	2733
3	section	21	21.4	21.4 Cholesterol, Steroids, and Isoprenoids: Biosynthesis, Regulation, and Transport	772	789	808	2734	2774
4	subheading	21	21.4	Cholesterol Is Made from Acetyl-CoA in Four Stages	772	776	808	2734	2743
4	subheading	21	21.4	Cholesterol Has Several Fates	776	776	812	2744	2745
4	subheading	21	21.4	Cholesterol and Other Lipids Are Carried on Plasma Lipoproteins	776	777	812	2746	2750
4	subheading	21	21.4	HDL Carries Out Reverse Cholesterol Transport	777	780	813	2751	2752
4	subheading	21	21.4	Cholesteryl Esters Enter Cells by Receptor-Mediated Endocytosis	780	781	816	2753	2755
4	subheading	21	21.4	Cholesterol Synthesis and Transport Are Regulated at Several Levels	782	783	818	2756	2759
4	subheading	21	21.4	Dysregulation of Cholesterol Metabolism Can Lead to Cardiovascular Disease	784	785	820	2760	2766
4	subheading	21	21.4	Reverse Cholesterol Transport by HDL Counters Plaque Formation and Atherosclerosis	785	785	821	2767	2767
4	subheading	21	21.4	Steroid Hormones Are Formed by Side-Chain Cleavage and Oxidation of Cholesterol	786	788	822	2768	2771
4	subheading	21	21.4	Intermediates in Cholesterol Biosynthesis Have Many Alternative Fates	788	789	824	2772	2774
3	subheading	21	21.4	Chapter Review	789	793	825	2775	2789
4	subheading	21	21.4	Key Terms	789	789	825	2775	2776
4	subheading	21	21.4	Problems	790	793	826	2777	2789
2	chapter	22		Chapter 22 Biosynthesis of Amino Acids, Nucleotides, and Related Molecules	794	840	830	2790	2940
3	section	22	22.1	22.1 Overview of Nitrogen Metabolism	795	804	831	2794	2828
4	subheading	22	22.1	A Global Nitrogen Cycling Network Maintains a Pool of Biologically Available Nitrogen	795	796	831	2794	2803
4	subheading	22	22.1	Nitrogen Is Fixed by Enzymes of the Nitrogenase Complex	796	801	832	2804	2814
4	subheading	22	22.1	Ammonia Is Incorporated into Biomolecules through Glutamate and Glutamine	802	802	838	2815	2818
4	subheading	22	22.1	Glutamine Synthetase Is a Primary Regulatory Point in Nitrogen Metabolism	802	803	838	2819	2823
4	subheading	22	22.1	Several Classes of Reactions Play Special Roles in the Biosynthesis of Amino Acids and Nucleotides	804	804	840	2824	2828
3	section	22	22.2	22.2 Biosynthesis of Amino Acids	805	816	841	2829	2862
4	subheading	22	22.2	Organisms Vary Greatly in Their Ability to Synthesize the 20 Common Amino Acids	805	805	841	2831	2832
4	subheading	22	22.2	α-Ketoglutarate Gives Rise to Glutamate, Glutamine, Proline, and Arginine	805	806	841	2833	2836
4	subheading	22	22.2	Serine, Glycine, and Cysteine Are Derived from 3-Phosphoglycerate	806	808	842	2837	2841
4	subheading	22	22.2	Three Nonessential and Six Essential Amino Acids Are Synthesized from Oxaloacetate and Pyruvate	808	810	844	2842	2845
4	subheading	22	22.2	Chorismate Is a Key Intermediate in the Synthesis of Tryptophan, Phenylalanine, and Tyrosine	810	814	846	2846	2853
4	subheading	22	22.2	Histidine Biosynthesis Uses Precursors of Purine Biosynthesis	814	815	850	2854	2856
4	subheading	22	22.2	Amino Acid Biosynthesis Is under Allosteric Regulation	815	816	851	2857	2862
3	section	22	22.3	22.3 Molecules Derived from Amino Acids	816	824	852	2863	2883
4	subheading	22	22.3	Glycine Is a Precursor of Porphyrins	816	818	852	2863	2866
4	subheading	22	22.3	Heme Degradation Has Multiple Functions	818	820	854	2867	2870
4	subheading	22	22.3	Amino Acids Are Precursors of Creatine and Glutathione	820	821	856	2871	2874
4	subheading	22	22.3	d-Amino Acids Are Found Primarily in Bacteria	821	821	857	2875	2875
4	subheading	22	22.3	Aromatic Amino Acids Are Precursors of Many Plant Substances	822	822	858	2876	2877
4	subheading	22	22.3	Biological Amines Are Products of Amino Acid Decarboxylation	822	823	858	2878	2880
4	subheading	22	22.3	Arginine Is the Precursor for Biological Synthesis of Nitric Oxide	824	824	860	2881	2883
3	section	22	22.4	22.4 Biosynthesis and Degradation of Nucleotides	824	837	860	2884	2927
4	subheading	22	22.4	De Novo Purine Nucleotide Synthesis Begins with PRPP	824	825	860	2886	2890
4	subheading	22	22.4	Purine Nucleotide Biosynthesis Is Regulated by Feedback Inhibition	826	827	862	2891	2892
4	subheading	22	22.4	Pyrimidine Nucleotides Are Made from Aspartate, PRPP, and Carbamoyl Phosphate	827	828	863	2893	2897
4	subheading	22	22.4	Pyrimidine Nucleotide Biosynthesis Is Regulated by Feedback Inhibition	829	829	865	2898	2898
4	subheading	22	22.4	Nucleoside Monophosphates Are Converted to Nucleoside Triphosphates	829	829	865	2899	2900
4	subheading	22	22.4	Ribonucleotides Are the Precursors of Deoxyribonucleotides	829	832	865	2901	2908
4	subheading	22	22.4	Thymidylate Is Derived from dCDP and dUMP	832	833	868	2909	2911
4	subheading	22	22.4	Degradation of Purines and Pyrimidines Produces Uric Acid and Urea, Respectively	833	834	869	2912	2915
4	subheading	22	22.4	Purine and Pyrimidine Bases Are Recycled by Salvage Pathways	834	834	870	2916	2917
4	subheading	22	22.4	Excess Uric Acid Causes Gout	835	835	871	2918	2920
4	subheading	22	22.4	Many Chemotherapeutic Agents Target Enzymes in Nucleotide Biosynthetic Pathways	835	837	871	2921	2927
3	subheading	22	22.4	Chapter Review	838	840	874	2928	2940
4	subheading	22	22.4	Key Terms	838	838	874	2928	2928
4	subheading	22	22.4	Problems	838	840	874	2929	2940
2	chapter	23		Chapter 23 Hormonal Regulation and Integration of Mammalian Metabolism	841	883	877	2941	3087
3	section	23	23.1	23.1 Hormone Structure and Action	842	848	878	2945	2966
4	subheading	23	23.1	Hormones Act through Specific High-Affinity Cellular Receptors	842	843	878	2948	2950
4	subheading	23	23.1	Hormones Are Chemically Diverse	843	845	879	2951	2956
4	subheading	23	23.1	Some Hormones Are Released by a “Top-Down” Hierarchy of Neuronal and Hormonal Signals	845	846	881	2957	2961
4	subheading	23	23.1	“Bottom-Up” Hormonal Systems Send Signals Back to the Brain and to Other Tissues	846	848	882	2962	2966
3	section	23	23.2	23.2 Tissue-Specific Metabolism	848	858	884	2967	3005
4	subheading	23	23.2	The Liver Processes and Distributes Nutrients	848	851	884	2968	2977
4	subheading	23	23.2	Adipose Tissues Store and Supply Fatty Acids	851	851	887	2978	2980
4	subheading	23	23.2	Brown and Beige Adipose Tissues Are Thermogenic	852	853	888	2981	2984
4	subheading	23	23.2	Muscles Use ATP for Mechanical Work	853	855	889	2985	2996
4	subheading	23	23.2	The Brain Uses Energy for Transmission of Electrical Impulses	855	855	891	2997	2999
4	subheading	23	23.2	Blood Carries Oxygen, Metabolites, and Hormones	856	858	892	3000	3005
3	section	23	23.3	23.3 Hormonal Regulation of Fuel Metabolism	859	867	895	3006	3029
4	subheading	23	23.3	Insulin Counters High Blood Glucose in the Well-Fed State	859	859	895	3006	3008
4	subheading	23	23.3	Pancreatic β Cells Secrete Insulin in Response to Changes in Blood Glucose	859	861	895	3009	3015
4	subheading	23	23.3	Glucagon Counters Low Blood Glucose	861	862	897	3016	3019
4	subheading	23	23.3	During Fasting and Starvation, Metabolism Shifts to Provide Fuel for the Brain	863	865	899	3020	3024
4	subheading	23	23.3	Epinephrine Signals Impending Activity	866	866	902	3025	3025
4	subheading	23	23.3	Cortisol Signals Stress, Including Low Blood Glucose	866	867	902	3026	3029
3	section	23	23.4	23.4 Obesity and the Regulation of Body Mass	867	875	903	3030	3060
4	subheading	23	23.4	Adipose Tissue Has Important Endocrine Functions	867	868	903	3031	3035
4	subheading	23	23.4	Leptin Stimulates Production of Anorexigenic Peptide Hormones	868	869	904	3036	3037
4	subheading	23	23.4	Leptin Triggers a Signaling Cascade That Regulates Gene Expression	869	869	905	3038	3039
4	subheading	23	23.4	Adiponectin Acts through AMPK to Increase Insulin Sensitivity	870	870	906	3040	3041
4	subheading	23	23.4	AMPK Coordinates Catabolism and Anabolism in Response to Metabolic Stress	870	870	906	3042	3044
4	subheading	23	23.4	The mTORC1 Pathway Coordinates Cell Growth with the Supply of Nutrients and Energy	871	871	907	3045	3047
4	subheading	23	23.4	Diet Regulates the Expression of Genes Central to Maintaining Body Mass	872	872	908	3048	3050
4	subheading	23	23.4	Short-Term Eating Behavior Is Influenced by Ghrelin, PPY3–36, and Cannabinoids	873	874	909	3051	3054
4	subheading	23	23.4	Microbial Symbionts in the Gut Influence Energy Metabolism and Adipogenesis	874	875	910	3055	3060
3	section	23	23.5	23.5 Diabetes Mellitus	875	880	911	3061	3074
4	subheading	23	23.5	Diabetes Mellitus Arises from Defects in Insulin Production or Action	876	876	912	3064	3065
4	subheading	23	23.5	Carboxylic Acids (Ketone Bodies) Accumulate in the Blood of Those with Untreated Diabetes	877	877	913	3066	3066
4	subheading	23	23.5	In Type 2 Diabetes the Tissues Become Insensitive to Insulin	877	878	913	3067	3069
4	subheading	23	23.5	Type 2 Diabetes Is Managed with Diet, Exercise, Medication, and Surgery	878	880	914	3070	3074
3	subheading	23	23.5	Chapter Review	880	883	916	3075	3087
4	subheading	23	23.5	Key Terms	880	880	916	3075	3075
4	subheading	23	23.5	Problems	880	883	916	3076	3087
1	subheading	23	23.5	Part III Information Pathways	883	1092	919	3088	3772
2	chapter	24		Chapter 24 Genes and Chromosomes	885	913	921	3094	3195
3	section	24	24.1	24.1 Chromosomal Elements	885	890	921	3098	3114
4	subheading	24	24.1	Genes Are Segments of DNA That Code for Polypeptide Chains and RNAs	885	886	921	3098	3100
4	subheading	24	24.1	DNA Molecules Are Much Longer than the Cellular or Viral Packages That Contain Them	886	889	922	3101	3108
4	subheading	24	24.1	Eukaryotic Genes and Chromosomes Are Very Complex	889	890	925	3109	3114
3	section	24	24.2	24.2 DNA Supercoiling	890	898	926	3115	3141
4	subheading	24	24.2	Most Cellular DNA Is Underwound	892	892	928	3120	3122
4	subheading	24	24.2	DNA Underwinding Is Defined by Topological Linking Number	892	895	928	3123	3131
4	subheading	24	24.2	Topoisomerases Catalyze Changes in the Linking Number of DNA	895	896	931	3132	3137
4	subheading	24	24.2	DNA Compaction Requires a Special Form of Supercoiling	897	898	933	3138	3141
3	section	24	24.3	24.3 The Structure of Chromosomes	898	910	934	3142	3178
4	subheading	24	24.3	Chromatin Consists of DNA, Proteins, and RNA	898	899	934	3142	3144
4	subheading	24	24.3	Histones Are Small, Basic Proteins	899	899	935	3145	3146
4	subheading	24	24.3	Nucleosomes Are the Fundamental Organizational Units of Chromatin	900	902	936	3147	3157
4	subheading	24	24.3	Nucleosomes Are Packed into Highly Condensed Chromosome Structures	902	906	938	3158	3169
4	subheading	24	24.3	Condensed Chromosome Structures Are Maintained by SMC Proteins	906	908	942	3170	3173
4	subheading	24	24.3	Bacterial DNA Is Also Highly Organized	909	910	945	3174	3178
3	subheading	24	24.3	Chapter Review	910	913	946	3179	3195
4	subheading	24	24.3	Key Terms	910	910	946	3179	3179
4	subheading	24	24.3	Problems	911	913	947	3180	3195
2	chapter	25		Chapter 25 DNA Metabolism	913	960	949	3196	3341
3	section	25	25.1	25.1 DNA Replication	914	930	950	3200	3250
4	subheading	25	25.1	DNA Replication Follows a Set of Fundamental Rules	914	916	950	3200	3205
4	subheading	25	25.1	DNA Is Degraded by Nucleases	916	916	952	3206	3206
4	subheading	25	25.1	DNA Is Synthesized by DNA Polymerases	916	917	952	3207	3211
4	subheading	25	25.1	Replication Is Very Accurate	917	918	953	3212	3215
4	subheading	25	25.1	E. coli Has at Least Five DNA Polymerases	918	919	954	3216	3221
4	subheading	25	25.1	DNA Replication Requires Many Enzymes and Protein Factors	919	919	955	3222	3222
4	subheading	25	25.1	Replication of the E. coli Chromosome Proceeds in Stages	919	928	955	3223	3242
4	subheading	25	25.1	Replication in Eukaryotic Cells Is Similar but More Complex	928	929	964	3243	3247
4	subheading	25	25.1	Viral DNA Polymerases Provide Targets for Antiviral Therapy	930	930	966	3248	3250
3	section	25	25.2	25.2 DNA Repair	930	940	966	3251	3280
4	subheading	25	25.2	Mutations Are Linked to Cancer	930	931	966	3251	3253
4	subheading	25	25.2	All Cells Have Multiple DNA Repair Systems	931	938	967	3254	3274
4	subheading	25	25.2	The Interaction of Replication Forks with DNA Damage Can Lead to Error-Prone Translesion DNA Synthesis	938	940	974	3275	3280
3	section	25	25.3	25.3 DNA Recombination	940	956	976	3281	3324
4	subheading	25	25.3	Bacterial Homologous Recombination Is a DNA Repair Function	940	943	976	3282	3289
4	subheading	25	25.3	Eukaryotic Homologous Recombination Is Required for Proper Chromosome Segregation during Meiosis	944	948	980	3290	3302
4	subheading	25	25.3	Some Double-Strand Breaks Are Repaired by Nonhomologous End Joining	948	949	984	3303	3306
4	subheading	25	25.3	Site-Specific Recombination Results in Precise DNA Rearrangements	950	952	986	3307	3312
4	subheading	25	25.3	Transposable Genetic Elements Move from One Location to Another	952	953	988	3313	3317
4	subheading	25	25.3	Immunoglobulin Genes Assemble by Recombination	954	956	990	3318	3324
3	subheading	25	25.3	Chapter Review	956	960	992	3325	3341
4	subheading	25	25.3	Key Terms	956	956	992	3325	3326
4	subheading	25	25.3	Problems	956	960	992	3327	3341
2	chapter	26		Chapter 26 RNA Metabolism	960	1005	996	3342	3483
3	section	26	26.1	26.1 DNA-Dependent Synthesis of RNA	961	972	997	3346	3381
4	subheading	26	26.1	RNA Is Synthesized by RNA Polymerases	961	962	997	3346	3352
4	subheading	26	26.1	RNA Synthesis Begins at Promoters	962	964	998	3353	3361
4	subheading	26	26.1	Transcription Is Regulated at Several Levels	964	964	1000	3362	3363
4	subheading	26	26.1	Specific Sequences Signal Termination of RNA Synthesis	965	966	1001	3364	3365
4	subheading	26	26.1	Eukaryotic Cells Have Three Kinds of Nuclear RNA Polymerases	967	967	1003	3366	3367
4	subheading	26	26.1	RNA Polymerase II Requires Many Other Protein Factors for Its Activity	967	968	1003	3368	3375
4	subheading	26	26.1	RNA Polymerases Are Drug Targets	969	972	1005	3376	3381
3	section	26	26.2	26.2 RNA Processing	972	988	1008	3382	3428
4	subheading	26	26.2	Eukaryotic mRNAs Are Capped at the 5′ End	974	974	1010	3386	3387
4	subheading	26	26.2	Both Introns and Exons Are Transcribed from DNA into RNA	974	974	1010	3388	3388
4	subheading	26	26.2	RNA Catalyzes the Splicing of Introns	975	977	1011	3389	3393
4	subheading	26	26.2	In Eukaryotes the Spliceosome Carries out Nuclear pre-mRNA Splicing	977	979	1013	3394	3401
4	subheading	26	26.2	Proteins Catalyze Splicing of tRNAs	979	979	1015	3402	3402
4	subheading	26	26.2	Eukaryotic mRNAs Have a Distinctive 3′ End Structure	979	980	1015	3402	3405
4	subheading	26	26.2	A Gene Can Give Rise to Multiple Products by Differential RNA Processing	980	982	1016	3406	3411
4	subheading	26	26.2	Ribosomal RNAs and tRNAs Also Undergo Processing	983	985	1019	3412	3418
4	subheading	26	26.2	Special-Function RNAs Undergo Several Types of Processing	985	986	1021	3419	3421
4	subheading	26	26.2	Cellular mRNAs Are Degraded at Different Rates	986	988	1022	3422	3428
3	section	26	26.3	26.3 RNA-Dependent Synthesis of RNA and DNA	988	995	1024	3429	3450
4	subheading	26	26.3	Reverse Transcriptase Produces DNA from Viral RNA	988	990	1024	3429	3434
4	subheading	26	26.3	Some Retroviruses Cause Cancer and AIDS	990	990	1026	3435	3437
4	subheading	26	26.3	Many Transposons, Retroviruses, and Introns May Have a Common Evolutionary Origin	991	992	1027	3438	3441
4	subheading	26	26.3	Telomerase Is a Specialized Reverse Transcriptase	992	994	1028	3442	3446
4	subheading	26	26.3	Some RNAs Are Replicated by RNA-Dependent RNA Polymerase	994	994	1030	3447	3447
4	subheading	26	26.3	RNA-Dependent RNA Polymerases Share a Common Structural Fold	995	995	1031	3448	3450
3	section	26	26.4	26.4 Catalytic RNAs and the RNA World Hypothesis	996	1001	1032	3451	3469
4	subheading	26	26.4	Ribozymes Share Features with Protein Enzymes	996	997	1032	3451	3454
4	subheading	26	26.4	Ribozymes Participate in a Variety of Biological Processes	997	998	1033	3455	3457
4	subheading	26	26.4	Ribozymes Provide Clues to the Origin of Life in an RNA World	998	1001	1034	3458	3469
3	subheading	26	26.4	Chapter Review	1002	1005	1038	3470	3483
4	subheading	26	26.4	Key Terms	1002	1002	1038	3470	3470
4	subheading	26	26.4	Problems	1002	1005	1038	3471	3483
2	chapter	27		Chapter 27 Protein Metabolism	1005	1054	1041	3484	3636
3	section	27	27.1	27.1 The Genetic Code	1006	1015	1042	3491	3519
4	subheading	27	27.1	The Genetic Code Was Cracked Using Artificial mRNA Templates	1006	1010	1042	3491	3505
4	subheading	27	27.1	Wobble Allows Some tRNAs to Recognize More than One Codon	1010	1012	1046	3506	3510
4	subheading	27	27.1	The Genetic Code Is Mutation-Resistant	1013	1013	1049	3511	3511
4	subheading	27	27.1	Translational Frameshifting Affects How the Code Is Read	1013	1013	1049	3512	3513
4	subheading	27	27.1	Some mRNAs Are Edited before Translation	1013	1015	1049	3514	3519
3	section	27	27.2	27.2 Protein Synthesis	1015	1040	1051	3520	3593
4	subheading	27	27.2	The Ribosome Is a Complex Supramolecular Machine	1016	1018	1052	3522	3529
4	subheading	27	27.2	Transfer RNAs Have Characteristic Structural Features	1019	1019	1055	3530	3532
4	subheading	27	27.2	Stage 1: Aminoacyl-tRNA Synthetases Attach the Correct Amino Acids to Their tRNAs	1019	1026	1055	3533	3550
4	subheading	27	27.2	Stage 2: A Specific Amino Acid Initiates Protein Synthesis	1026	1029	1062	3551	3561
4	subheading	27	27.2	Stage 3: Peptide Bonds Are Formed in the Elongation Stage	1029	1034	1065	3562	3572
4	subheading	27	27.2	Stage 4: Termination of Polypeptide Synthesis Requires a Special Signal	1034	1036	1070	3573	3578
4	subheading	27	27.2	Stage 5: Newly Synthesized Polypeptide Chains Undergo Folding and Processing	1036	1038	1072	3579	3586
4	subheading	27	27.2	Protein Synthesis Is Inhibited by Many Antibiotics and Toxins	1039	1040	1075	3587	3593
3	section	27	27.3	27.3 Protein Targeting and Degradation	1040	1050	1076	3594	3620
4	subheading	27	27.3	Posttranslational Modification of Many Eukaryotic Proteins Begins in the Endoplasmic Reticulum	1040	1041	1076	3595	3597
4	subheading	27	27.3	Glycosylation Plays a Key Role in Protein Targeting	1041	1044	1077	3598	3603
4	subheading	27	27.3	Signal Sequences for Nuclear Transport Are Not Cleaved	1044	1045	1080	3604	3606
4	subheading	27	27.3	Bacteria Also Use Signal Sequences for Protein Targeting	1046	1046	1082	3607	3608
4	subheading	27	27.3	Cells Import Proteins by Receptor-Mediated Endocytosis	1046	1047	1082	3609	3611
4	subheading	27	27.3	Protein Degradation Is Mediated by Specialized Systems in All Cells	1047	1050	1083	3612	3620
3	subheading	27	27.3	Chapter Review	1050	1054	1086	3621	3636
4	subheading	27	27.3	Key Terms	1050	1050	1086	3621	3621
4	subheading	27	27.3	Problems	1050	1054	1086	3622	3636
2	chapter	28		Chapter 28 Regulation of Gene Expression	1054	1092	1090	3637	3772
3	section	28	28.1	28.1 The Proteins and RNAs of Gene Regulation	1055	1065	1091	3643	3677
4	subheading	28	28.1	RNA Polymerase Binds to DNA at Promoters	1055	1056	1091	3643	3645
4	subheading	28	28.1	Transcription Initiation Is Regulated by Proteins and RNAs	1056	1058	1092	3646	3652
4	subheading	28	28.1	Many Bacterial Genes Are Clustered and Regulated in Operons	1058	1058	1094	3653	3655
4	subheading	28	28.1	The lac Operon Is Subject to Negative Regulation	1058	1059	1094	3656	3660
4	subheading	28	28.1	Regulatory Proteins Have Discrete DNA-Binding Domains	1059	1063	1095	3661	3670
4	subheading	28	28.1	Regulatory Proteins Also Have Protein-Protein Interaction Domains	1063	1065	1099	3671	3677
3	section	28	28.2	28.2 Regulation of Gene Expression in Bacteria	1065	1074	1101	3678	3709
4	subheading	28	28.2	The lac Operon Undergoes Positive Regulation	1065	1066	1101	3679	3683
4	subheading	28	28.2	Many Genes for Amino Acid Biosynthetic Enzymes Are Regulated by Transcription Attenuation	1066	1069	1102	3684	3688
4	subheading	28	28.2	Induction of the SOS Response Requires Destruction of Repressor Proteins	1069	1070	1105	3689	3691
4	subheading	28	28.2	Synthesis of Ribosomal Proteins Is Coordinated with rRNA Synthesis	1070	1071	1106	3692	3696
4	subheading	28	28.2	The Function of Some mRNAs Is Regulated by Small RNAs in Cis or in Trans	1071	1072	1107	3697	3703
4	subheading	28	28.2	Some Genes Are Regulated by Genetic Recombination	1073	1074	1109	3704	3709
3	section	28	28.3	28.3 Regulation of Gene Expression in Eukaryotes	1075	1092	1111	3710	3759
4	subheading	28	28.3	Transcriptionally Active Chromatin Is Structurally Distinct from Inactive Chromatin	1075	1076	1111	3711	3715
4	subheading	28	28.3	Most Eukaryotic Promoters Are Positively Regulated	1077	1077	1113	3716	3717
4	subheading	28	28.3	DNA-Binding Activators and Coactivators Facilitate Assembly of the Basal Transcription Factors	1078	1080	1114	3718	3723
4	subheading	28	28.3	The Genes of Galactose Metabolism in Yeast Are Subject to Both Positive and Negative Regulation	1080	1081	1116	3724	3727
4	subheading	28	28.3	Transcription Activators Have a Modular Structure	1082	1082	1118	3728	3730
4	subheading	28	28.3	Eukaryotic Gene Expression Can Be Regulated by Intercellular and Intracellular Signals	1082	1084	1118	3731	3735
4	subheading	28	28.3	Regulation Can Result from Phosphorylation of Nuclear Transcription Factors	1084	1084	1120	3736	3736
4	subheading	28	28.3	Many Eukaryotic mRNAs Are Subject to Translational Repression	1084	1085	1120	3736	3738
4	subheading	28	28.3	Posttranscriptional Gene Silencing Is Mediated by RNA Interference	1085	1086	1121	3739	3740
4	subheading	28	28.3	RNA-Mediated Regulation of Gene Expression Takes Many Forms in Eukaryotes	1086	1086	1122	3741	3741
4	subheading	28	28.3	Development Is Controlled by Cascades of Regulatory Proteins	1087	1089	1123	3742	3749
4	subheading	28	28.3	Stem Cells Have Developmental Potential That Can Be Controlled	1090	1092	1126	3750	3759
3	subheading	28	28.3	Chapter Review	1092	1092	1128	3760	3772
